actual_values,predicted_values,difference
215000.0,215030.0,30.0
350000.0,322100.0,-27900.0
299500.0,321808.3333333333,22308.333333333314
300000.0,284577.14285714284,-15422.85714285716
770981.0,700460.25,-70520.75
690000.0,612300.0,-77700.0
246509.0,248622.6191666667,2113.6191666667
185000.0,188575.0,3575.0
599000.0,664200.0,65200.0
479000.0,435471.2,-43528.79999999999
1495000.0,898350.0,-596650.0
432000.0,323150.0,-108850.0
266163.0,278141.2604166667,11978.260416666686
224440.0,224017.8988095238,-422.10119047621265
285000.0,323450.5629710568,38450.56297105679
260000.0,316445.0,56445.0
269000.0,221058.3333333333,-47941.666666666686
275000.0,381414.0,106414.0
367500.0,367000.0,-500.0
735000.0,850767.15,115767.15000000002
272500.0,288902.0833333334,16402.083333333372
262000.0,259700.0,-2300.0
499000.0,810987.5,311987.5
299000.0,319450.0,20450.0
220000.0,335979.85,115979.84999999998
220000.0,345650.0,125650.0
235000.0,254250.0,19250.0
329000.0,276713.8722222222,-52286.12777777779
445000.0,407801.6,-37198.40000000002
434000.0,338500.0,-95500.0
275000.0,366467.54355122,91467.54355121998
220000.0,325594.95,105594.95000000001
197000.0,208586.28333333333,11586.283333333326
280000.0,359150.0,79150.0
289000.0,271750.0,-17250.0
315000.0,301888.3333333333,-13111.666666666686
328000.0,284250.0,-43750.0
269000.0,287461.0333333333,18461.033333333326
286000.0,313617.5,27617.5
335000.0,375810.0,40810.0
95000.0,169528.3333333333,74528.33333333331
455000.0,456800.0,1800.0
255000.0,275670.8333333333,20670.833333333314
945000.0,921170.8333333333,-23829.166666666744
895000.0,1432250.0,537250.0
99000.0,110175.0,11175.0
125000.0,689850.0,564850.0
499000.0,459050.0,-39950.0
500000.0,326760.25,-173239.75
349000.0,391700.0,42700.0
400000.0,398325.0,-1675.0
269000.0,326250.0,57250.0
408000.0,487850.0,79850.0
347288.0,348121.37957792205,833.3795779220527
350000.0,402040.5,52040.5
210000.0,177775.0,-32225.0
339000.0,441840.0,102840.0
85000.0,126425.0,41425.0
195000.0,487086.15,292086.15
419000.0,438734.375,19734.375
425000.0,396100.0,-28900.0
269000.0,262838.2,-6161.799999999988
269934.0,368125.5,98191.5
370000.0,295570.0,-74430.0
545000.0,685130.0,140130.0
189000.0,192816.6666666667,3816.666666666686
335000.0,358173.3333333333,23173.333333333314
1485000.0,935000.0,-550000.0
995000.0,300026.1,-694973.9
345000.0,286497.9166666666,-58502.08333333337
130000.0,195020.8333333333,65020.833333333314
375000.0,233500.0,-141500.0
410000.0,370550.0,-39450.0
180000.0,197000.0,17000.0
675000.0,578939.1428016429,-96060.85719835712
440000.0,497255.55,57255.54999999999
298000.0,462965.0,164965.0
335000.0,221499.95,-113500.04999999999
1250000.0,1334921.3690476192,84921.36904761917
545000.0,335950.0,-209050.0
185000.0,435261.5,250261.5
330000.0,314733.3333333334,-15266.666666666628
379000.0,384901.0,5901.0
217500.0,212483.3333333333,-5016.666666666686
229000.0,264090.0,35090.0
589986.0,590679.6,693.5999999999767
239900.0,287539.61190476187,47639.61190476187
185000.0,176068.57142857142,-8931.42857142858
1545000.0,1504850.0,-40150.0
370000.0,379061.41816516814,9061.418165168143
264000.0,265228.3333333333,1228.333333333314
995000.0,612975.8,-382024.19999999995
625000.0,562375.0,-62625.0
294500.0,310900.0,16400.0
436400.0,374697.0,-61703.0
417600.0,400431.93333333335,-17168.06666666665
215000.0,221000.0,6000.0
419000.0,459801.8,40801.79999999999
175000.0,151074.95,-23925.04999999999
729000.0,334890.0,-394110.0
1275000.0,688950.0,-586050.0
750000.0,768950.0,18950.0
377500.0,293319.6666666666,-84180.33333333337
249375.0,318780.95,69405.95000000001
429000.0,460000.0,31000.0
299000.0,305628.75,6628.75
369000.0,548850.0,179850.0
2195000.0,2276250.0,81250.0
279500.0,240970.93750000006,-38529.06249999994
333000.0,344394.15,11394.150000000023
194000.0,175350.0,-18650.0
415000.0,389933.3333333333,-25066.666666666686
335000.0,376685.45,41685.45000000001
195000.0,186425.0,-8575.0
185000.0,175300.0,-9700.0
292000.0,291928.98333333334,-71.01666666666279
254000.0,287695.0,33695.0
560000.0,541945.8333333334,-18054.166666666628
210000.0,383170.7,173170.7
439000.0,413123.75,-25876.25
539000.0,471575.75,-67424.25
270000.0,266537.5,-3462.5
95000.0,189900.0,94900.0
330000.0,333500.0,3500.0
170000.0,197750.0,27750.0
599900.0,200750.0,-399150.0
329000.0,330146.21212121216,1146.2121212121565
845000.0,1020750.0,175750.0
128000.0,207699.9,79699.9
259000.0,297368.3333333333,38368.333333333314
531500.0,521284.770021645,-10215.229978354997
244000.0,237365.2340064103,-6634.76599358971
119000.0,223344.9,104344.9
332000.0,357374.1666666666,25374.166666666628
327000.0,366467.54355122,39467.54355121998
349000.0,400350.0,51350.0
264000.0,270150.0,6150.0
296200.0,294913.1402869353,-1286.8597130646813
268000.0,289391.6666666666,21391.666666666628
298000.0,625325.0,327325.0
600000.0,414400.0,-185600.0
145000.0,183157.9761904762,38157.97619047621
135000.0,276349.9,141349.90000000002
148000.0,251650.0,103650.0
1372000.0,1320227.5,-51772.5
1250000.0,1329100.0,79100.0
498000.0,432799.9,-65200.09999999998
389000.0,298699.43333333335,-90300.56666666665
265000.0,271409.705988456,6409.705988455971
249550.0,254101.56222943723,4551.56222943723
427000.0,426627.2,-372.79999999998836
845000.0,845150.0,150.0
510000.0,304380.3,-205619.7
260000.0,266068.6868686868,6068.686868686811
469000.0,450722.6,-18277.400000000023
245000.0,254600.0,9600.0
598000.0,260825.0,-337175.0
501000.0,485140.0,-15860.0
189000.0,213975.0,24975.0
150000.0,283550.0,133550.0
595000.0,769500.0,174500.0
495000.0,268375.0,-226625.0
415000.0,415000.0,0.0
230000.0,247241.6666666667,17241.666666666686
239000.0,343350.0,104350.0
372921.0,394920.0,21999.0
219000.0,242850.0,23850.0
435000.0,273945.0,-161055.0
245000.0,243659.65,-1340.3500000000058
600000.0,397361.48989898997,-202638.51010101003
362000.0,416350.0,54350.0
170000.0,154400.0,-15600.0
262650.0,278469.44444444444,15819.444444444438
295000.0,288410.0,-6590.0
279000.0,304464.73333333334,25464.733333333337
1200000.0,858900.0,-341100.0
178000.0,195195.0,17195.0
565364.0,508650.925,-56713.07500000001
249000.0,186399.95,-62600.04999999999
293000.0,277019.7916666666,-15980.208333333372
640000.0,505050.0,-134950.0
299000.0,326418.25,27418.25
690161.0,592136.05,-98024.94999999995
304580.0,310371.9285714286,5791.92857142858
329000.0,308152.1736111111,-20847.826388888876
529000.0,458375.0,-70625.0
149000.0,163350.0,14350.0
339000.0,462335.0,123335.0
295000.0,291845.0,-3155.0
225000.0,167436.30952380953,-57563.69047619047
698000.0,718950.0,20950.0
395000.0,356850.0,-38150.0
195000.0,199600.0,4600.0
315000.0,311650.0,-3350.0
725000.0,626150.0,-98850.0
395000.0,4183950.0,3788950.0
635000.0,491440.0,-143560.0
479011.0,519141.5,40130.5
549000.0,309820.0,-239180.0
319000.0,367725.0,48725.0
245000.0,596210.95,351210.94999999995
359000.0,446232.35,87232.34999999998
349000.0,309645.0,-39355.0
357000.0,300492.6785714285,-56507.32142857148
375000.0,393226.05,18226.04999999999
249000.0,290960.0,41960.0
349000.0,342500.0,-6500.0
359000.0,351200.0,-7800.0
395000.0,395000.0,0.0
180000.0,147425.0,-32575.0
295000.0,321125.0,26125.0
399000.0,418065.0,19065.0
239000.0,307274.5,68274.5
269000.0,310525.0,41525.0
398000.0,416300.0,18300.0
1190000.0,1190000.0,0.0
382000.0,442510.15,60510.15000000002
350000.0,392450.00000000006,42450.00000000006
415000.0,307049.95,-107950.04999999999
305000.0,326589.6,21589.599999999977
559000.0,809500.0,250500.0
790000.0,600450.0,-189550.0
220000.0,188875.0,-31125.0
94000.0,301125.0,207125.0
1010000.0,973700.0,-36300.0
310000.0,295776.4285714285,-14223.571428571478
374000.0,394400.0,20400.0
